id,country,year,adm1,adm1_code,adm2,adm2_code,cases,fatal_cases
553,Brazil,2018,Minas Gerais,31,Bom Jardim De Minas,3107505,1,1
554,Brazil,2018,Minas Gerais,31,Bom Jesus Do Amparo,3107703,1,0
555,Brazil,2018,Minas Gerais,31,Brazopolis,3108909,4,1
556,Brazil,2018,Minas Gerais,31,Brumadinho,3109006,13,4
557,Brazil,2018,Minas Gerais,31,Caete,3110004,16,6
558,Brazil,2018,Minas Gerais,31,Cambui,3110608,1,1
559,Brazil,2018,Minas Gerais,31,Cambuquira,3110707,1,0
560,Brazil,2018,Minas Gerais,31,Caranaiba,3113107,1,1
561,Brazil,2018,Minas Gerais,31,Carandai,3113206,2,0
562,Brazil,2018,Minas Gerais,31,Careaucu,3113602,1,0
563,Brazil,2018,Minas Gerais,31,Carmo De Cachoeira,3113909,1,1
564,Brazil,2018,Minas Gerais,31,Carmopolis De Minas,3114105,2,0
565,Brazil,2018,Minas Gerais,31,Catas Altas,3115359,1,1
566,Brazil,2018,Minas Gerais,31,Cipotanea,3116308,2,0
567,Brazil,2018,Minas Gerais,31,Conceicao Dos Ouros,3117801,4,4
568,Brazil,2018,Minas Gerais,31,Congonhas,3118007,3,1
569,Brazil,2018,Minas Gerais,31,Conselheiro Lafaiete,3118304,11,2
570,Brazil,2018,Minas Gerais,31,Consolacao,3118502,1,0
571,Brazil,2018,Minas Gerais,31,Contagem,3118601,5,2
572,Brazil,2018,Minas Gerais,31,Coqueiral,3118700,1,1
573,Brazil,2018,Minas Gerais,31,Diogo De Vasconcelos,3121704,2,0
574,Brazil,2018,Minas Gerais,31,Divinopolis,3122306,1,0
575,Brazil,2018,Minas Gerais,31,Ervalia,3124005,1,1
576,Brazil,2018,Minas Gerais,31,Ferros,3125903,1,1
577,Brazil,2018,Minas Gerais,31,Guaraciaba,3128204,7,2
578,Brazil,2018,Minas Gerais,31,Guarani,3128402,1,0
579,Brazil,2018,Minas Gerais,31,Heliodora,3129202,1,1
580,Brazil,2018,Minas Gerais,31,Itabira,3131703,11,8
581,Brazil,2018,Minas Gerais,31,Itabirito,3131901,15,0
582,Brazil,2018,Minas Gerais,31,Itaguara,3132206,1,0
583,Brazil,2018,Minas Gerais,31,Itauna,3133808,3,0
584,Brazil,2018,Minas Gerais,31,Itaverava,3133907,4,2
585,Brazil,2018,Minas Gerais,31,Jacutinga,3134905,1,0
586,Brazil,2018,Minas Gerais,31,Jeceaba,3135407,1,1
587,Brazil,2018,Minas Gerais,31,Joao Monlevade,3136207,2,0
588,Brazil,2018,Minas Gerais,31,Juiz De Fora,3136702,40,10
589,Brazil,2018,Minas Gerais,31,Lagoa Dourada,3137403,1,1
590,Brazil,2018,Minas Gerais,31,Lambari,3137700,1,0
591,Brazil,2018,Minas Gerais,31,Lima Duarte,3138609,7,6
592,Brazil,2018,Minas Gerais,31,Machado,3139003,1,1
593,Brazil,2018,Minas Gerais,31,Mar De Espanha,3139805,1,0
594,Brazil,2018,Minas Gerais,31,Mariana,3140001,39,5
595,Brazil,2018,Minas Gerais,31,Maripa De Minas,3140209,2,1
596,Brazil,2018,Minas Gerais,31,Mateus Leme,3140704,4,2
597,Brazil,2018,Minas Gerais,31,Matias Barbosa,3140803,7,3
598,Brazil,2018,Minas Gerais,31,Merces,3141603,3,0
599,Brazil,2018,Minas Gerais,31,Moeda,3142304,2,0
600,Brazil,2018,Minas Gerais,31,Muriae,3143906,1,0
601,Brazil,2018,Minas Gerais,31,Natercia,3144409,1,0
602,Brazil,2018,Minas Gerais,31,Nova Lima,3144805,34,9
603,Brazil,2018,Minas Gerais,31,Nova Uniao,3136603,1,0
604,Brazil,2018,Minas Gerais,31,Ouro Branco,3145901,12,5
605,Brazil,2018,Minas Gerais,31,Ouro Preto,3146107,17,7
606,Brazil,2018,Minas Gerais,31,Paiva,3146602,1,1
607,Brazil,2018,Minas Gerais,31,Paraisopolis,3147303,4,1
608,Brazil,2018,Minas Gerais,31,Passa Tempo,3147709,2,1
609,Brazil,2018,Minas Gerais,31,Passa-Vinte,3147808,1,1
610,Brazil,2018,Minas Gerais,31,Paula Candido,3148301,1,0
611,Brazil,2018,Minas Gerais,31,Pedra Do Anta,3148806,2,1
612,Brazil,2018,Minas Gerais,31,Pedro Leopoldo,3149309,1,0
613,Brazil,2018,Minas Gerais,31,Pequeri,3149507,2,1
614,Brazil,2018,Minas Gerais,31,Piau,3150109,3,2
615,Brazil,2018,Minas Gerais,31,Piranga,3150802,11,3
616,Brazil,2018,Minas Gerais,31,Pirangucu,3150901,1,1
617,Brazil,2018,Minas Gerais,31,Ponte Nova,3152105,5,4
618,Brazil,2018,Minas Gerais,31,Porto Firme,3152303,11,2
619,Brazil,2018,Minas Gerais,31,Presidente Bernardes,3153103,8,2
620,Brazil,2018,Minas Gerais,31,Raposos,3153905,1,1
621,Brazil,2018,Minas Gerais,31,Ressaquinha,3154408,1,0
622,Brazil,2018,Minas Gerais,31,Rio Acima,3154804,13,2
623,Brazil,2018,Minas Gerais,31,Rio Espera,3155207,1,0
624,Brazil,2018,Minas Gerais,31,Rio Manso,3155306,2,1
625,Brazil,2018,Minas Gerais,31,Rio Novo,3155405,1,1
626,Brazil,2018,Minas Gerais,31,Rio Piracicaba,3155702,1,0
627,Brazil,2018,Minas Gerais,31,Rio Pomba,3155801,1,0
628,Brazil,2018,Minas Gerais,31,Rio Preto,3155900,7,3
629,Brazil,2018,Minas Gerais,31,Sabara,3156700,13,2
630,Brazil,2018,Minas Gerais,31,Santa Barbara,3157203,16,4
631,Brazil,2018,Minas Gerais,31,Santa Barbara Do Monte Verde,3157278,1,0
632,Brazil,2018,Minas Gerais,31,Santa Luzia,3157807,3,0
633,Brazil,2018,Minas Gerais,31,Santa Rita De Jacutinga,3159308,3,1
634,Brazil,2018,Minas Gerais,31,Santa Rita Do Sapucai,3159605,2,0
635,Brazil,2018,Minas Gerais,31,Santana Do Deserto,3158607,1,0
636,Brazil,2018,Minas Gerais,31,Santana Dos Montes,3159100,1,0
637,Brazil,2018,Minas Gerais,31,Santo Antonio Do Aventureiro,3160009,2,2
638,Brazil,2018,Minas Gerais,31,Santos Dumont,3160702,5,2
639,Brazil,2018,Minas Gerais,31,Sao Domingos Do Prata,3161007,2,1
640,Brazil,2018,Minas Gerais,31,Sao Goncalo Do Rio Abaixo,3161908,4,0
641,Brazil,2018,Minas Gerais,31,Sao Goncalo Do Sapucai,3162005,1,0
642,Brazil,2018,Minas Gerais,31,Sao Miguel Do Anta,3163805,1,0
643,Brazil,2018,Minas Gerais,31,Sao Sebastiao Da Bela Vista,3164407,1,0
644,Brazil,2018,Minas Gerais,31,Sao Thome Das Letras,3165206,12,3
645,Brazil,2018,Minas Gerais,31,Sapucai-Mirim,3165404,5,2
646,Brazil,2018,Minas Gerais,31,Senador Firmino,3165701,2,0
647,Brazil,2018,Minas Gerais,31,Senhora De Oliveira,3166006,2,2
648,Brazil,2018,Minas Gerais,31,Simao Pereira,3167509,2,1
649,Brazil,2018,Minas Gerais,31,Teixeiras,3168507,3,3
650,Brazil,2018,Minas Gerais,31,Uba,3169901,1,0
651,Brazil,2018,Minas Gerais,31,Vespasiano,3171204,1,0
652,Brazil,2018,Minas Gerais,31,Vicosa,3171303,9,5
653,Brazil,2018,Unknown,-999,Unknown,-999,1,0
654,Brazil,2019,Amazonas,13,Codajas,1301308,1,0
655,Brazil,2019,Santa Catarina,42,Joinville,4209102,1,1
656,Brazil,2019,Santa Catarina,42,Itaiopolis,4208104,1,1
657,Brazil,2019,Para,15,Afua,1500305,1,0
658,Brazil,2019,Para,15,Anapu,1500859,1,1
659,Brazil,2019,Para,15,Breves,1501808,1,1
660,Brazil,2019,Para,15,Santarem,1506807,1,1
661,Brazil,2019,Parana,41,Adrianopolis,4100202,2,0
662,Brazil,2019,Parana,41,Antonina,4101200,2,0
663,Brazil,2019,Parana,41,Guaraquecaba,4109500,2,0
664,Brazil,2019,Parana,41,Guaratuba,4109609,1,0
665,Brazil,2019,Parana,41,Morretes,4116208,2,1
666,Brazil,2019,Parana,41,Paranagua,4118204,1,0
667,Brazil,2019,Parana,41,Quatro Barras,4120804,1,0
668,Brazil,2019,Parana,41,Sao Jose Dos Pinhais,4125506,1,0
669,Brazil,2019,Sao Paulo,35,Apiai,3502705,1,0
670,Brazil,2019,Sao Paulo,35,Barra Do Turvo,3505401,10,0
671,Brazil,2019,Sao Paulo,35,Cachoeira Paulista,3508603,1,0
672,Brazil,2019,Sao Paulo,35,Cajati,3509254,5,0
673,Brazil,2019,Sao Paulo,35,Cananeia,3509908,4,1
674,Brazil,2019,Sao Paulo,35,Eldorado,3514809,14,5
675,Brazil,2019,Sao Paulo,35,Iporanga,3521200,18,3
676,Brazil,2019,Sao Paulo,35,Itaoca,3522158,1,0
677,Brazil,2019,Sao Paulo,35,Jacupiranga,3524600,4,0
678,Brazil,2019,Sao Paulo,35,Juquia,3526100,1,0
679,Brazil,2019,Sao Paulo,35,Pariquera-Acu,3536208,6,0
680,Brazil,2019,Sao Paulo,35,Registro,3542602,2,0
681,Brazil,2019,Sao Paulo,35,Ribeira,3542800,1,1
682,Brazil,2019,Sao Paulo,35,Ribeirao Branco,3542909,1,0
683,Brazil,2019,Sao Paulo,35,Serra Negra,3551603,1,1
684,Brazil,2019,Sao Paulo,35,Sete Barras,3551801,1,1
685,Brazil,2020,Acre,12,Acrelandia,1200013,1,1
686,Brazil,2020,Santa Catarina,42,Blumenau,4202404,7,0
687,Brazil,2020,Santa Catarina,42,Camboriu,4203204,1,1
688,Brazil,2020,Santa Catarina,42,Indaial,4207502,4,1
689,Brazil,2020,Santa Catarina,42,Jaragua Do Sul,4208906,1,0
690,Brazil,2020,Santa Catarina,42,Pomerode,4213203,3,0
691,Brazil,2020,Santa Catarina,42,Sao Bento Do Sul,4215802,1,0
692,Brazil,2021,Para,15,Afua,1500305,2,1
693,Brazil,2021,Para,15,Oeiras Do Para,1505205,1,1
694,Brazil,2021,Santa Catarina,42,Aguas Mornas,4200606,2,1
695,Brazil,2021,Santa Catarina,42,Anitapolis,4201109,1,0
696,Brazil,2021,Santa Catarina,42,Blumenau,4202404,1,1
697,Brazil,2021,Santa Catarina,42,Paulo Lopes,4212304,1,0
698,Brazil,2021,Santa Catarina,42,Sao Bonifacio,4215901,1,1
699,Brazil,2021,Santa Catarina,42,Taio,4217808,1,0
700,Brazil,2021,Santa Catarina,42,Urussanga,4219002,1,0
701,Brazil,2022,Para,15,Afua,1500305,1,1
702,Brazil,2022,Sao Paulo,35,Vargem Grande Do Sul,3556404,1,0
703,Brazil,2022,Tocantins,17,Gurupi,1709500,1,0
704,Brazil,2022,Tocantins,17,Sao Salvador Do Tocantins,1720259,1,1
705,Brazil,2023,Roraima,14,Rorainopolis,1400472,1,1
706,Brazil,2023,Amazonas,13,Manacapuru,1302504,1,1
707,Brazil,2023,Amazonas,13,Maraa,1302801,1,0
708,Brazil,2023,Sao Paulo,35,Sao Joao Da Boa Vista,3549102,1,1
709,Brazil,2023,Sao Paulo,35,Sao Sebastiao Da Grama,3550803,2,1
710,Brazil,2024,Goias,52,Novo Brasil,5215207,1,0
711,Brazil,2024,Amazonas,13,Anori,1300102,1,1
712,Brazil,2024,Amazonas,13,Presidente Figueiredo,1303536,1,1
713,Brazil,2024,Minas Gerais,31,Camanducaia,3110509,1,0
714,Brazil,2024,Minas Gerais,31,Monte Siao,3143401,1,1
715,Brazil,2024,Sao Paulo,35,Joanopolis,3525508,1,0
716,Brazil,2024,Sao Paulo,35,Serra Negra,3551603,1,0
717,Brazil,2024,Sao Paulo,35,Socorro,3552106,1,1
